feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
PWY.5265	Time_to_progression_grouped	4<6	0.030750075897376	0.00679879241226255	90	33	2.0937964511448e-05	0.0451003755576589
PWY.5971	Time_to_progression_grouped	1<2	-0.0327631905639829	0.00835649001209125	90	89	0.000181017366750893	0.194955703990712
KDO.NAGLIPASYN.PWY	Time_to_progression_grouped	4<6	-0.0409498831892116	0.0111704537594432	90	84	0.000433907366410022	0.311545489082396
CRNFORCAT.PWY	Time_to_progression_grouped	>6	0.0130890881495544	0.00416059943545173	90	41	0.00229848558930494	0.654528362005872
GLUCONEO.PWY	Time_to_progression_grouped	>6	-0.00935077595196748	0.00300179107572636	90	90	0.00253047298324999	0.654528362005872
P23.PWY	Time_to_progression_grouped	1<2	-0.0261683715438835	0.00802656518933455	90	89	0.00161546994996267	0.654528362005872
PPGPPMET.PWY	Time_to_progression_grouped	4<6	-0.0298677078177507	0.0094386158922359	90	90	0.00219822947724932	0.654528362005872
PWY.6107	Time_to_progression_grouped	1<2	0.00513697700007787	0.0016631799938516	90	11	0.00273479816994097	0.654528362005872
PWY0.1479	Time_to_progression_grouped	4<6	-0.0210408171344251	0.00660546265084709	90	90	0.00203893200770266	0.654528362005872
X3.HYDROXYPHENYLACETATE.DEGRADATION.PWY	Time_to_progression_grouped	1<2	0.0160570333321292	0.00629255384079031	90	52	0.0125516603162206	0.700244141112306
ARGORNPROST.PWY	Time_to_progression_grouped	4<6	0.0138703713237252	0.00604129742506052	90	88	0.024201720417692	0.700244141112306
ASPASN.PWY	Time_to_progression_grouped	1<2	-0.0148325727812998	0.00656352266321237	90	90	0.026450801975754	0.700244141112306
BIOTIN.BIOSYNTHESIS.PWY	Time_to_progression_grouped	4<6	-0.0227722721585872	0.00903247255604414	90	90	0.0136285304763565	0.700244141112306
BRANCHED.CHAIN.AA.SYN.PWY	Time_to_progression_grouped	>6	0.00701091563891364	0.00281980053510171	90	90	0.0150850185062089	0.700244141112306
CATECHOL.ORTHO.CLEAVAGE.PWY	Time_to_progression_grouped	1<2	0.0142491248584559	0.00563783242877867	90	54	0.0133872804015775	0.700244141112306
CHLOROPHYLL.SYN	Time_to_progression_grouped	1<2	0.0050577430557022	0.002175841919871	90	16	0.0225424216466525	0.700244141112306
FASYN.ELONG.PWY	Time_to_progression_grouped	4<6	-0.0146982991586306	0.00606047086654083	90	90	0.017594283174189	0.700244141112306
FASYN.INITIAL.PWY	Time_to_progression_grouped	4<6	-0.0255404879799055	0.00940449525098131	90	90	0.00809616945617476	0.700244141112306
GALLATE.DEGRADATION.I.PWY	Time_to_progression_grouped	1<2	0.00705515872743371	0.00299147922608537	90	39	0.0207046213837899	0.700244141112306
HEMESYN2.PWY	Time_to_progression_grouped	>6	0.0132296424811748	0.00502663648576325	90	90	0.0101875636497284	0.700244141112306
METHYLGALLATE.DEGRADATION.PWY	Time_to_progression_grouped	1<2	0.00736516911781016	0.00324258325132813	90	39	0.0257132445892774	0.700244141112306
NAGLIPASYN.PWY	Time_to_progression_grouped	>6	-0.0238618752301412	0.00866980705353047	90	90	0.00734691135059241	0.700244141112306
NONMEVIPP.PWY	Time_to_progression_grouped	>6	-0.0124813208592347	0.00521626666629408	90	90	0.0190040761984721	0.700244141112306
OANTIGEN.PWY	Time_to_progression_grouped	>6	0.00647147402005668	0.00282497364556983	90	90	0.0248025960765397	0.700244141112306
P161.PWY	Time_to_progression_grouped	>6	0.0197021669629793	0.00848526055896068	90	90	0.0226874883808225	0.700244141112306
P161.PWY	Time_to_progression_grouped	1<2	0.0199798821646697	0.0079999803751678	90	90	0.0144829048193873	0.700244141112306
P184.PWY	Time_to_progression_grouped	1<2	0.00765097246379505	0.00332732544514836	90	37	0.0239937297792925	0.700244141112306
P381.PWY	Time_to_progression_grouped	4<6	0.0137146735089571	0.0060747142604524	90	53	0.0266573907015827	0.700244141112306
P42.PWY	Time_to_progression_grouped	>6	-0.0233168045642944	0.00983050735740831	90	90	0.0200119704417615	0.700244141112306
PROTOCATECHUATE.ORTHO.CLEAVAGE.PWY	Time_to_progression_grouped	1<2	0.0201773465254391	0.00824123662241532	90	70	0.0164583037970492	0.700244141112306
PWY.1269	Time_to_progression_grouped	>6	-0.0225301660758342	0.00846639951889169	90	90	0.00944294713881965	0.700244141112306
PWY.5005	Time_to_progression_grouped	1<2	-0.012880793484667	0.00549439255432426	90	79	0.0214495777489773	0.700244141112306
PWY.5005	Time_to_progression_grouped	3<4	-0.0119407279329055	0.00526048037216464	90	79	0.0258063919431948	0.700244141112306
PWY.5101	Time_to_progression_grouped	>6	0.00780978741428759	0.00334852619666604	90	90	0.0222425385365061	0.700244141112306
PWY.5103	Time_to_progression_grouped	>6	0.00746673449123746	0.00315641731979398	90	90	0.0205072675802974	0.700244141112306
PWY.5121	Time_to_progression_grouped	1<2	-0.0105041192687887	0.00420201509586484	90	90	0.0143962884433917	0.700244141112306
PWY.5180	Time_to_progression_grouped	1<2	0.0149303854761731	0.00629634237675474	90	36	0.0200425165590473	0.700244141112306
PWY.5182	Time_to_progression_grouped	1<2	0.0149303854761731	0.00629634237675474	90	36	0.0200425165590473	0.700244141112306
PWY.5415	Time_to_progression_grouped	1<2	0.0144833361804984	0.00546384667116411	90	36	0.00961617365724178	0.700244141112306
PWY.5417	Time_to_progression_grouped	1<2	0.0142065736304982	0.00563245543985381	90	54	0.0135700893351676	0.700244141112306
