feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
g__Cutibacterium	Total_Number_of_Months_Followed_or_to_Progression	Total_Number_of_Months_Followed_or_to_Progression	0.000856673898232265	0.000249376287079218	30	10	0.00186468996864035	0.0466172492160088
g__Unclassified.c__Actinobacteria	Total_Number_of_Months_Followed_or_to_Progression	Total_Number_of_Months_Followed_or_to_Progression	0.000931793284588619	0.000261478397921551	30	5	0.00133575950649325	0.0466172492160088
g__Bradyrhizobium	Total_Number_of_Months_Followed_or_to_Progression	Total_Number_of_Months_Followed_or_to_Progression	0.000731513707739321	0.00026333577502532	30	5	0.00965555687224495	0.144849361972639
g__Burkholderia.Caballeronia.Paraburkholderia	Total_Number_of_Months_Followed_or_to_Progression	Total_Number_of_Months_Followed_or_to_Progression	0.0016955322265022	0.00062763257805441	30	13	0.0115879489578111	0.144849361972639
g__Gemella	Total_Number_of_Months_Followed_or_to_Progression	Total_Number_of_Months_Followed_or_to_Progression	-0.00156342093041284	0.000716600627993682	30	27	0.037683419123858	0.314028492698817
g__Unclassified.f__Selenomonadaceae	Total_Number_of_Months_Followed_or_to_Progression	Total_Number_of_Months_Followed_or_to_Progression	0.000188689299999262	8.60602257310474e-05	30	4	0.0368152844544442	0.314028492698817
g__Corynebacterium	Total_Number_of_Months_Followed_or_to_Progression	Total_Number_of_Months_Followed_or_to_Progression	0.000964341776707475	0.00048821171262992	30	15	0.058172217105936	0.415515836470971
g__Kingella	Total_Number_of_Months_Followed_or_to_Progression	Total_Number_of_Months_Followed_or_to_Progression	0.000877054498692375	0.000484142806855815	30	12	0.0807941334053577	0.448856296696432
g__Saccharimonadales	Total_Number_of_Months_Followed_or_to_Progression	Total_Number_of_Months_Followed_or_to_Progression	0.000266548080635001	0.000142519490941287	30	7	0.0719362157079494	0.448856296696432
g__Capnocytophaga	Total_Number_of_Months_Followed_or_to_Progression	Total_Number_of_Months_Followed_or_to_Progression	0.00104880260526762	0.000635098985017228	30	22	0.109830011874955	0.544033328329982
g__Saccharimonadaceae	Total_Number_of_Months_Followed_or_to_Progression	Total_Number_of_Months_Followed_or_to_Progression	0.000216946794939119	0.000135158734293613	30	5	0.119687332232596	0.544033328329982
