,chao1,shannon,simpson,simpson_e,faith_pd
1035,0.0,0.0,0.0,0.0,0.0
1072,1.0,0.0,0.0,1.0,0.6655929734999999
1133,2.0,0.16386051286915843,0.04703149949194363,0.5246763137852246,1.2526993855
1163,0.0,0.0,0.0,0.0,0.0
1167,1.0,0.0,0.0,1.0,0.6655929734999999
1244,0.0,0.0,0.0,0.0,0.0
1314,1.0,0.0,0.0,1.0,0.6655929734999999
1343,1.0,0.0,0.0,1.0,0.6655929734999999
1347,1.0,0.0,0.0,1.0,0.6655929734999999
1351,1.0,0.0,0.0,1.0,0.6655929734999999
1365,1.0,0.0,0.0,1.0,0.6655929734999999
1368,1.0,0.0,0.0,1.0,0.6655929734999999
1380,2.0,0.7088356733321961,0.31217481789802304,0.7269288956127081,0.9857197100199999
1386,0.0,0.0,0.0,0.0,0.0
1431,0.0,0.0,0.0,0.0,0.0
1441,1.0,0.0,0.0,1.0,0.6655929734999999
1457,0.0,0.0,0.0,0.0,0.0
1466,0.0,0.0,0.0,0.0,0.0
1488,0.0,0.0,0.0,0.0,0.0
1493,0.0,0.0,0.0,0.0,0.0
1496,0.0,0.0,0.0,0.0,0.0
1512,0.0,0.0,0.0,0.0,0.0
1552,0.0,0.0,0.0,0.0,0.0
1560,0.0,0.0,0.0,0.0,0.0
1574,0.0,0.0,0.0,0.0,0.0
1585,0.0,0.0,0.0,0.0,0.0
1607,0.0,0.0,0.0,0.0,0.0
1608,1.0,0.0,0.0,1.0,0.683421812
1630,1.0,0.0,0.0,1.0,0.6655929734999999
1639,1.0,0.0,0.0,1.0,0.6655929734999999
1650,0.0,0.0,0.0,0.0,0.0
1655,1.0,0.0,0.0,1.0,0.6655929734999999
1661,2.0,0.5435644431995964,0.21875,0.64,1.1288530655
1667,0.0,0.0,0.0,0.0,0.0
1730,1.0,0.0,0.0,1.0,0.6655929734999999
1758,2.0,0.9709505944546688,0.48,0.9615384615384615,1.2526993855
1774,1.0,0.0,0.0,1.0,0.683421812
1799,0.0,0.0,0.0,0.0,0.0
1806,1.0,0.0,0.0,1.0,0.6655929734999999
1818,1.0,0.0,0.0,1.0,0.6655929734999999
1822,1.0,0.0,0.0,1.0,0.6655929734999999
1825,0.0,0.0,0.0,0.0,0.0
1864,0.0,0.0,0.0,0.0,0.0
1871,0.0,0.0,0.0,0.0,0.0
1876,1.0,0.0,0.0,1.0,0.6655929734999999
1913,0.0,0.0,0.0,0.0,0.0
1972,0.0,0.0,0.0,0.0,0.0
1973,0.0,0.0,0.0,0.0,0.0
2024,0.0,0.0,0.0,0.0,0.0
2028,1.0,0.0,0.0,1.0,0.6655929734999999
2074,1.0,0.0,0.0,1.0,0.6655929734999999
2088,1.0,0.0,0.0,1.0,0.6655929734999999
2104,0.0,0.0,0.0,0.0,0.0
2108,1.0,0.0,0.0,1.0,0.683421812
2118,0.0,0.0,0.0,0.0,0.0
2137,0.0,0.0,0.0,0.0,0.0
3003,0.0,0.0,0.0,0.0,0.0
3011,0.0,0.0,0.0,0.0,0.0
3012,1.0,0.0,0.0,1.0,0.6655929734999999
3021,2.0,0.5762914612174369,0.2364421092137361,0.6548291963627426,1.1288530655
3022,0.0,0.0,0.0,0.0,0.0
3024,0.0,0.0,0.0,0.0,0.0
3031,1.0,0.0,0.0,1.0,0.6655929734999999
3036,0.0,0.0,0.0,0.0,0.0
3040,0.0,0.0,0.0,0.0,0.0
3046,1.0,0.0,0.0,1.0,0.6655929734999999
3048,0.0,0.0,0.0,0.0,0.0
3049,1.0,0.0,0.0,1.0,0.6655929734999999
3052,1.0,0.0,0.0,1.0,0.6655929734999999
3053,0.0,0.0,0.0,0.0,0.0
3059,0.0,0.0,0.0,0.0,0.0
3060,1.0,0.0,0.0,1.0,0.683421812
3063,1.0,0.0,0.0,1.0,0.6655929734999999
3068,1.0,0.0,0.0,1.0,0.6655929734999999
3073,1.0,0.0,0.0,1.0,0.683421812
3080,0.0,0.0,0.0,0.0,0.0
3086,0.0,0.0,0.0,0.0,0.0
3087,0.0,0.0,0.0,0.0,0.0
3090,1.0,0.0,0.0,1.0,0.6655929734999999
3128,0.0,0.0,0.0,0.0,0.0
3162,0.0,0.0,0.0,0.0,0.0
3173,0.0,0.0,0.0,0.0,0.0
3191,1.0,0.0,0.0,1.0,0.6655929734999999
3201,0.0,0.0,0.0,0.0,0.0
3213,1.0,0.0,0.0,1.0,0.6655929734999999
3217,1.0,0.0,0.0,1.0,0.6655929734999999
3222,0.0,0.0,0.0,0.0,0.0
8223,0.0,0.0,0.0,0.0,0.0
8288,0.0,0.0,0.0,0.0,0.0
8876,1.0,0.0,0.0,1.0,0.6655929734999999
