feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
g__Cardiobacterium	Progression	progression	0.0201060822297227	0.0102393965433265	90	29	0.0527335613305323	0.754814180722724
g__Saccharimonadaceae	Progression	progression	-0.0191267199930159	0.00912405286133492	90	31	0.0403537014107771	0.754814180722724
g__Sphingomonas	Progression	progression	-0.0123537454446324	0.00707251887641626	90	15	0.0841741805613842	0.754814180722724
g__TM7x.f__Saccharimonadaceae	Progression	progression	-0.0108363271757639	0.00453583865007784	90	22	0.0201083889001603	0.754814180722724
g__Tannerella	Progression	progression	-0.0135704750907279	0.00778759362005043	90	38	0.0866180207386733	0.754814180722724
g__Unclassified.f__Selenomonadaceae	Progression	progression	-0.0107483148830671	0.00577701770871701	90	22	0.0677964857164344	0.754814180722724
g__Unclassified.o__Lactobacillales	Progression	progression	-0.026118714083952	0.0147958420082589	90	75	0.0826925039732828	0.754814180722724
g__Abiotrophia	Progression	progression	-0.00665222051235768	0.00794508147777984	90	24	0.404705968815328	0.845497541512714
g__Absconditabacteriales_.SR1.	Progression	progression	-0.00307852810224178	0.00607447185207345	90	18	0.61418569682436	0.845497541512714
g__Aggregatibacter	Progression	progression	-0.0235778559989447	0.0155546766582966	90	40	0.133152653249919	0.845497541512714
g__Alloprevotella	Progression	progression	-0.0146912311655217	0.0127303595717641	90	61	0.253140713499901	0.845497541512714
g__Atopobium	Progression	progression	-0.00750887865344714	0.00681389968695455	90	35	0.273469003551492	0.845497541512714
g__Bergeyella	Progression	progression	0.0161405304905531	0.011915240564217	90	63	0.179008891431512	0.845497541512714
g__Campylobacter	Progression	progression	0.0115886403941174	0.0177420222216875	90	77	0.515346590262165	0.845497541512714
g__Capnocytophaga	Progression	progression	0.0124034889149779	0.0230567142510063	90	70	0.592631281183329	0.845497541512714
g__Catonella	Progression	progression	-0.00640505326330772	0.00568188014799314	90	25	0.264189098597192	0.845497541512714
g__Centipeda	Progression	progression	-0.00491094471999594	0.00610999706402921	90	10	0.424764655168526	0.845497541512714
g__Clostridia_UCG.014	Progression	progression	-0.00548148598412168	0.00699845670657507	90	30	0.43558783123919	0.845497541512714
g__Corynebacterium	Progression	progression	0.0102185535431362	0.0149179160119424	90	47	0.495153491738951	0.845497541512714
g__Cutibacterium	Progression	progression	-0.00580507613016186	0.0115798448349438	90	37	0.618019324035511	0.845497541512714
g__Dialister	Progression	progression	-0.00208080861091629	0.0038693443112974	90	11	0.592094814636659	0.845497541512714
g__Eikenella	Progression	progression	-0.00636235544269899	0.00513209777706151	90	18	0.218375427746333	0.845497541512714
g__F0332.f__Actinomycetaceae	Progression	progression	-0.00775910728779278	0.00919421146874247	90	13	0.401006734665334	0.845497541512714
g__Fretibacterium	Progression	progression	0.00348946889563314	0.00468221987623727	90	11	0.45907353005346	0.845497541512714
g__Fusobacterium	Progression	progression	0.0300155547809803	0.0283626056823148	90	87	0.294241855490016	0.845497541512714
g__Haemophilus	Progression	progression	0.0420196326648178	0.0376484504590689	90	80	0.268902159947538	0.845497541512714
g__Kingella	Progression	progression	0.00970022026809717	0.0153685089564525	90	40	0.529562058738994	0.845497541512714
g__Lachnoanaerobaculum	Progression	progression	-0.00455972219781629	0.00726244917836843	90	47	0.532525500947677	0.845497541512714
g__Lautropia	Progression	progression	0.0102813990993572	0.0133706735716656	90	34	0.444989487283386	0.845497541512714
g__Megasphaera	Progression	progression	-0.00355557683455248	0.00361355991428627	90	13	0.32915603057239	0.845497541512714
g__Mogibacterium	Progression	progression	-0.00485563034270406	0.00387971281345782	90	15	0.215675663353772	0.845497541512714
g__Oribacterium	Progression	progression	-0.00615316498805226	0.0067950894432714	90	31	0.367656708891516	0.845497541512714
g__Parvimonas	Progression	progression	-0.00314047514677991	0.00629124798056529	90	29	0.618897132358675	0.845497541512714
g__Prevotella	Progression	progression	-0.0379779973404169	0.0279406171094324	90	81	0.179243601052093	0.845497541512714
g__Ralstonia	Progression	progression	-0.0124275055872872	0.0240367636375367	90	13	0.60643873153688	0.845497541512714
g__Rothia	Progression	progression	-0.0271726563802579	0.0385785491821691	90	87	0.483076994305943	0.845497541512714
g__Saccharimonadales	Progression	progression	-0.00314617056781543	0.00636977029253747	90	22	0.623195035826504	0.845497541512714
g__Solobacterium	Progression	progression	0.00130540065385156	0.00247607600331211	90	13	0.600027835528916	0.845497541512714
g__TM7a.f__Saccharimonadaceae	Progression	progression	0.00240395186861378	0.00345219945486331	90	14	0.488941717566525	0.845497541512714
g__Treponema	Progression	progression	-0.00959926728539272	0.00937378582206484	90	23	0.309990062971692	0.845497541512714
g__Unclassified.c__Actinobacteria	Progression	progression	0.00579686501998454	0.00854992109348614	90	15	0.500420781327436	0.845497541512714
g__Unclassified.f__Rhizobiaceae	Progression	progression	-0.00586735473486053	0.00875748153069761	90	12	0.504623595534752	0.845497541512714
g__Veillonella	Progression	progression	-0.027346636218676	0.020703151429225	90	82	0.189961862262012	0.845497541512714
g__.Eubacterium._nodatum_group	Progression	progression	-0.00148691553479593	0.00301505585856382	90	14	0.623727694558559	0.845497541512714
g__uncultured.f__Caulobacteraceae	Progression	progression	-0.0117525442144455	0.0131400646543768	90	14	0.37473926577381	0.845497541512714
g__Actinomyces	Progression	progression	-0.0102584625473105	0.0237506119267643	90	75	0.666853016071422	0.847459041257432
g__Bradyrhizobium	Progression	progression	-0.00528892129846953	0.0118326603725271	90	26	0.655990177591537	0.847459041257432
g__Pseudopropionibacterium	Progression	progression	0.00363526138908822	0.0080036714679102	90	21	0.650803743293502	0.847459041257432
g__F0058.f__Paludibacteraceae	Progression	progression	-0.00424567239420505	0.0106709662804058	90	22	0.692160968176369	0.850865483701636
g__Streptococcus	Progression	progression	-0.0153927307069888	0.0394619228030494	90	89	0.697430724345603	0.850865483701636
g__Gemella	Progression	progression	0.0100124694681988	0.0297321738105925	90	82	0.737103094404714	0.881633112915442
g__Porphyromonas	Progression	progression	0.00733990049050042	0.0297065291805164	90	72	0.805421537906123	0.944821419466798
g__Schlegelella	Progression	progression	0.00120702082305445	0.00554465766883131	90	10	0.828174025552097	0.953181425635432
g__Burkholderia.Caballeronia.Paraburkholderia	Progression	progression	0.0043263911811354	0.0264837399621266	90	49	0.870609358546666	0.965584924933575
g__Neisseria	Progression	progression	0.00659877164460369	0.0366498683190988	90	75	0.857731094008017	0.965584924933575
g__Leptotrichia	Progression	progression	-0.00340774213765815	0.0270140015184253	90	83	0.899903130809678	0.969006945242292
g__Stomatobaculum	Progression	progression	-0.00070199983653898	0.00588573317726489	90	33	0.905465506210011	0.969006945242292
g__Actinobacillus	Progression	progression	-0.000424653305285005	0.0302545206643469	90	39	0.988833010516594	0.988833010516594
g__Granulicatella	Progression	progression	-0.000232217059975484	0.00687143536105821	90	15	0.973117518525603	0.988833010516594
g__P5D1.392.o__Lactobacillales	Progression	progression	-0.000498425309475098	0.011584901885927	90	21	0.965780115714266	0.988833010516594
g__Selenomonas	Progression	progression	-0.000302420639455331	0.010690861690324	90	35	0.977496688179376	0.988833010516594
